machine,core,Kernel,Kernel,Basic_ARRAY_OF_PTRS,Basic_COPY8,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_EMPTY,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Basic_MULTI_REDUCE,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_EDGE3D,Apps_ENERGY,Apps_FEMSWEEP,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DEA,Apps_MASS3DPA,Apps_MATVEC_3D_STENCIL,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Apps_ZONAL_ACCUMULATION_3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY,Algorithm_ATOMIC,Algorithm_HISTOGRAM,Comm_HALO_PACKING,Comm_HALO_PACKING_FUSED
borax,72,Base_OpenMP,default,0.017152,0.005454,0.010033,0.039031,0.015958,0.010516,0.004729,0.008952,0.018236,0.048539,0.046292,0.009859,0.013203,0.020888,0.934601,0.001632,0.003033,0.003400,0.002804,0.660520,0.015581,0.013800,0.036081,0.007317,0.036600,0.109784,0.027204,0.012530,0.020220,0.002724,0.026488,0.031153,0.046555,0.004227,0.005672,0.023533,0.103755,0.041388,0.004748,0.002738,0.028632,0.060327,0.083430,0.002216,0.020566,0.029587,0.039059,0.032955,0.027000,0.002528,0.009782,0.006129,0.178677,0.019656,0.000000,0.006347,0.010446,0.010288,0.000000,0.002077,0.024567,0.047855,0.023442,0.012479,0.004381,0.003050,Not run,Not run,0.001201,0.001921,0.002104,Not run,0.209175,0.390076,Not run
borax,32,Base_OpenMP,default,0.033994,0.007079,0.012988,0.070667,0.009216,0.018264,0.007660,0.010740,0.023763,0.039957,0.040138,0.015234,0.016910,0.018450,1.152816,0.001867,0.001210,0.001403,0.004322,1.182727,0.021636,0.014974,0.047003,0.003226,0.046968,0.066752,0.031959,0.021959,0.025458,0.003625,0.028220,0.068653,0.101261,0.006515,0.007994,0.029808,0.107925,0.078527,0.003611,0.003045,0.034828,0.064678,0.098719,0.003638,0.031700,0.042074,0.040092,0.042822,0.032041,0.003445,0.018459,0.011251,0.399702,0.029785,0.000000,0.009567,0.019813,0.019521,0.000000,0.002862,0.046809,0.104024,0.029687,0.024817,0.005253,0.003798,Not run,Not run,0.000724,0.001307,0.002717,Not run,0.385297,0.186175,Not run
borax,16,Base_OpenMP,default,0.025764,0.007129,0.011972,0.062767,0.006303,0.018181,0.010712,0.013506,0.031446,0.035371,0.037302,0.015309,0.022878,0.015987,0.629942,0.001813,0.000622,0.001392,0.005518,0.523007,0.025888,0.020573,0.043991,0.003330,0.043784,0.090595,0.029351,0.022777,0.024563,0.004620,0.026188,0.056872,0.085683,0.010227,0.005331,0.026301,0.107889,0.066865,0.003635,0.004214,0.033340,0.059287,0.083345,0.003276,0.029481,0.039175,0.035214,0.039920,0.029660,0.003802,0.018223,0.013133,0.438137,0.033202,0.000000,0.010576,0.030154,0.028999,0.000000,0.002993,0.039635,0.097161,0.032187,0.027017,0.005921,0.004135,Not run,Not run,0.000628,0.001022,0.002524,Not run,0.155119,0.112533,Not run
borax,8,Base_OpenMP,default,0.058387,0.031515,0.012908,0.122022,0.007257,0.033601,0.018260,0.022065,0.035390,0.054644,0.058566,0.020987,0.024305,0.025922,0.795255,0.002852,0.000488,0.001177,0.007496,0.292482,0.054100,0.022633,0.052227,0.004726,0.052241,0.059129,0.033999,0.044975,0.050803,0.006557,0.041981,0.112394,0.169372,0.016149,0.005708,0.028275,0.148530,0.132202,0.002035,0.002338,0.043644,0.083834,0.110807,0.005288,0.033705,0.044254,0.035639,0.046640,0.033784,0.005813,0.034995,0.023047,0.875070,0.083267,0.000000,0.019904,0.056597,0.055068,0.000000,0.005056,0.103874,0.192442,0.046736,0.053225,0.009749,0.005621,Not run,Not run,0.000589,0.001681,0.002461,Not run,0.150414,0.038996,Not run
borax,4,Base_OpenMP,default,0.101527,0.043622,0.022716,0.220115,0.011617,0.060336,0.032956,0.039712,0.062809,0.095854,0.102888,0.037702,0.044401,0.045379,0.650113,0.005006,0.000645,0.002117,0.013461,0.323591,0.094960,0.040537,0.092057,0.008337,0.090741,0.103386,0.060726,0.081451,0.091956,0.011722,0.074150,0.203714,0.306325,0.029159,0.009670,0.049819,0.261706,0.239565,0.003299,0.004103,0.075937,0.147180,0.194767,0.009346,0.060436,0.079386,0.065450,0.082334,0.060031,0.010389,0.063208,0.041763,1.573650,0.146910,0.000000,0.035863,0.100732,0.098122,0.000000,0.009085,0.188315,0.347904,0.083062,0.096216,0.017376,0.010235,Not run,Not run,0.000961,0.002922,0.004424,Not run,0.131720,0.030494,Not run
boraxo,72,Base_OpenMP,default,0.014488,0.004401,0.007531,0.039324,0.013872,0.006459,0.004397,0.005820,0.010600,0.035589,0.035238,0.010294,0.007467,0.014473,2.921016,0.001425,0.003081,0.003312,0.001858,0.790194,0.011644,0.009455,0.029169,0.006908,0.029293,0.096998,0.015944,0.011461,0.016785,0.002171,0.015958,0.047094,0.061737,0.004336,0.014543,0.019328,0.085343,0.070058,0.005308,0.002666,0.018616,0.049595,0.067662,0.002422,0.015322,0.025696,0.037352,0.025755,0.015183,0.001791,0.009232,0.005296,0.156284,0.014828,0.000000,0.005292,0.009175,0.009715,0.000000,0.001652,0.030256,0.051999,0.013484,0.012770,0.003552,0.002648,Not run,Not run,0.001117,0.001500,0.001669,Not run,0.323542,0.387496,Not run
boraxo,32,Base_OpenMP,default,0.028970,0.007236,0.006011,0.075166,0.009809,0.009654,0.006862,0.005436,0.015275,0.024186,0.023883,0.012612,0.010814,0.010436,2.161856,0.001573,0.000994,0.001253,0.002524,1.229357,0.021456,0.010379,0.022549,0.003535,0.022509,0.059682,0.013493,0.023812,0.029022,0.003183,0.016455,0.117059,0.135212,0.006862,0.013588,0.015253,0.064975,0.196509,0.004681,0.005679,0.024782,0.040806,0.067830,0.003783,0.012729,0.018371,0.023721,0.018680,0.012792,0.002588,0.017417,0.010347,0.351653,0.032110,0.000000,0.007997,0.017189,0.018362,0.000000,0.002315,0.077241,0.114012,0.019406,0.025891,0.005247,0.002694,Not run,Not run,0.000664,0.001047,0.001186,Not run,0.374664,0.184775,Not run
boraxo,16,Base_OpenMP,default,0.019974,0.007460,0.004954,0.067295,0.006843,0.009101,0.009870,0.004899,0.018380,0.018759,0.018372,0.010870,0.012282,0.007854,1.085995,0.001318,0.000580,0.000930,0.002415,0.941580,0.022610,0.009550,0.019142,0.003793,0.019288,0.083292,0.011695,0.024952,0.029008,0.005655,0.015881,0.046339,0.067744,0.010091,0.006233,0.012139,0.050981,0.053545,0.004877,0.011190,0.021858,0.034313,0.052641,0.002736,0.010364,0.014363,0.021889,0.014854,0.010215,0.002674,0.019830,0.010707,0.376642,0.032796,0.000000,0.008143,0.025244,0.024789,0.000000,0.002390,0.041485,0.104887,0.018911,0.029439,0.005164,0.003661,Not run,Not run,0.000788,0.000835,0.000951,Not run,0.175404,0.104660,Not run
boraxo,8,Base_OpenMP,default,0.036877,0.022268,0.005593,0.131760,0.008282,0.017293,0.019332,0.007992,0.031206,0.022353,0.021884,0.017523,0.022130,0.010731,0.922922,0.001547,0.000349,0.000851,0.003593,0.436242,0.053433,0.023781,0.027213,0.005738,0.029716,0.051570,0.032580,0.052483,0.073556,0.010912,0.047494,0.091962,0.134031,0.016850,0.005608,0.023825,0.093424,0.104950,0.002336,0.002298,0.035288,0.055582,0.091143,0.004232,0.032442,0.022254,0.030424,0.022349,0.032407,0.005000,0.039618,0.022020,0.752326,0.084557,0.000000,0.015393,0.048902,0.047501,0.000000,0.004532,0.088712,0.208688,0.048337,0.057879,0.009645,0.006352,Not run,Not run,0.000805,0.000782,0.001460,Not run,0.175866,0.046060,Not run
boraxo,4,Base_OpenMP,default,0.066757,0.033932,0.022552,0.264245,0.014697,0.034765,0.041204,0.017678,0.061710,0.045491,0.044655,0.034317,0.043343,0.024287,0.958503,0.002867,0.000444,0.002301,0.006974,0.454549,0.094007,0.045473,0.090210,0.011098,0.090239,0.096681,0.067740,0.105013,0.134365,0.021735,0.092011,0.182560,0.269485,0.033343,0.008716,0.052396,0.213242,0.209265,0.003394,0.005280,0.072628,0.145501,0.199540,0.008393,0.067666,0.081160,0.090176,0.081327,0.067756,0.010207,0.078831,0.045818,1.504977,0.156637,0.000000,0.031370,0.095564,0.093316,0.000000,0.009092,0.168101,0.417001,0.099668,0.115925,0.019493,0.013115,Not run,Not run,0.001433,0.001694,0.004490,Not run,0.174237,0.040451,Not run
boraxo,72,Base_OpenMP,default,0.013870,0.004453,0.007534,0.039382,0.014057,0.006414,0.004410,0.005815,0.010542,0.035643,0.035242,0.010120,0.007474,0.014523,3.033722,0.001355,0.003001,0.003206,0.001911,0.765585,0.011661,0.009412,0.028883,0.006759,0.029070,0.097496,0.015737,0.011503,0.016775,0.002173,0.015723,0.046995,0.060058,0.004328,0.013770,0.019053,0.084470,0.062169,0.005240,0.002595,0.018036,0.049577,0.067362,0.002394,0.015286,0.025814,0.036805,0.025553,0.014952,0.001787,0.009124,0.005279,0.156226,0.015267,0.000000,0.005309,0.009010,0.009736,0.000000,0.001631,0.031294,0.052000,0.013475,0.012702,0.003517,0.002632,Not run,Not run,0.001101,0.001507,0.001633,Not run,0.315005,0.385592,Not run
boraxo,32,Base_OpenMP,default,0.027801,0.007229,0.006075,0.075281,0.009293,0.009683,0.006849,0.005410,0.015072,0.023990,0.023772,0.012483,0.010628,0.010215,2.121450,0.001610,0.001028,0.001271,0.002531,1.254236,0.021450,0.010125,0.022341,0.003706,0.022256,0.059221,0.013650,0.023451,0.028250,0.003182,0.016630,0.116632,0.136071,0.006836,0.011844,0.015308,0.063873,0.188185,0.004812,0.005453,0.025148,0.040405,0.067183,0.003899,0.013027,0.018487,0.023773,0.018705,0.013105,0.002560,0.017491,0.010364,0.350810,0.031429,0.000000,0.007982,0.017112,0.018557,0.000000,0.002309,0.076209,0.114053,0.019751,0.025896,0.005229,0.002667,Not run,Not run,0.000664,0.001053,0.001165,Not run,0.373837,0.185070,Not run
boraxo,16,Base_OpenMP,default,0.019386,0.007388,0.004815,0.067257,0.006871,0.009137,0.009880,0.004935,0.018146,0.018529,0.018530,0.010896,0.012109,0.007781,1.180839,0.001060,0.000587,0.000914,0.002613,1.006718,0.022745,0.009355,0.019522,0.003988,0.019450,0.082389,0.011557,0.024829,0.028503,0.005673,0.014836,0.049193,0.070834,0.010073,0.017717,0.012246,0.050434,0.053428,0.004767,0.011440,0.020546,0.034549,0.052297,0.002535,0.010694,0.014473,0.022139,0.014818,0.010498,0.002705,0.019826,0.010770,0.376530,0.032138,0.000000,0.008135,0.025494,0.024815,0.000000,0.002385,0.041229,0.104911,0.019125,0.029231,0.005244,0.003675,Not run,Not run,0.000791,0.001026,0.000953,Not run,0.179928,0.105057,Not run
boraxo,8,Base_OpenMP,default,0.035007,0.021249,0.006899,0.131920,0.008329,0.017376,0.019275,0.007955,0.031434,0.022245,0.021849,0.017534,0.021993,0.010713,0.915895,0.001546,0.000332,0.000904,0.003581,0.412183,0.052764,0.023351,0.030280,0.005735,0.031863,0.057007,0.030945,0.051920,0.069543,0.010911,0.046698,0.099879,0.135791,0.016859,0.006120,0.023432,0.083630,0.120329,0.002439,0.002114,0.035077,0.060968,0.092174,0.004284,0.030281,0.028402,0.033062,0.028432,0.030360,0.005149,0.039428,0.022314,0.752716,0.080258,0.000000,0.015557,0.048757,0.047637,0.000000,0.004548,0.086221,0.208624,0.047659,0.058092,0.009906,0.006494,Not run,Not run,0.000800,0.000789,0.001425,Not run,0.172663,0.046039,Not run
boraxo,4,Base_OpenMP,default,0.064573,0.031918,0.022078,0.264354,0.014733,0.034367,0.041225,0.017590,0.063381,0.049363,0.048757,0.034177,0.044946,0.021740,0.995908,0.002853,0.000445,0.002260,0.006948,0.486188,0.091074,0.046660,0.088886,0.011104,0.089328,0.102411,0.070243,0.104380,0.128905,0.021637,0.092471,0.182834,0.271228,0.033362,0.008809,0.054727,0.211141,0.240628,0.003451,0.005470,0.073959,0.146722,0.198521,0.008540,0.069727,0.080984,0.088737,0.080770,0.069367,0.010524,0.078530,0.045684,1.504764,0.149918,0.000000,0.031453,0.095589,0.093341,0.000000,0.009121,0.165480,0.416916,0.099763,0.115698,0.019844,0.013118,Not run,Not run,0.001448,0.001877,0.004408,Not run,0.164496,0.040632,Not run
boraxo,72,Base_OpenMP,default,0.013861,0.004537,0.007478,0.039232,0.013862,0.006395,0.004416,0.005779,0.010591,0.035554,0.035432,0.010017,0.007504,0.014483,2.983354,0.001569,0.003133,0.003479,0.002298,0.796602,0.011638,0.009350,0.028843,0.007038,0.028900,0.097203,0.015716,0.011511,0.017073,0.002189,0.015750,0.046613,0.060531,0.004322,0.013896,0.019352,0.084791,0.064832,0.004911,0.002656,0.018173,0.049450,0.067629,0.002449,0.015280,0.025517,0.037256,0.025439,0.014879,0.001899,0.009194,0.005292,0.156225,0.014908,0.000000,0.010266,0.009233,0.009816,0.000000,0.001663,0.030625,0.052063,0.013541,0.012729,0.003509,0.002676,Not run,Not run,0.001130,0.001519,0.001629,Not run,0.317773,0.379963,Not run
boraxo,32,Base_OpenMP,default,0.027975,0.007062,0.006001,0.075193,0.009515,0.009624,0.006832,0.005410,0.015255,0.024178,0.024241,0.012670,0.010808,0.010262,2.139959,0.001511,0.001007,0.001239,0.002837,1.262605,0.021665,0.010085,0.022538,0.003555,0.022538,0.059293,0.013881,0.023667,0.029286,0.003181,0.016882,0.116912,0.135829,0.006868,0.011512,0.015524,0.064740,0.195900,0.004683,0.004658,0.024915,0.040515,0.067501,0.003735,0.012980,0.018564,0.023745,0.018581,0.012970,0.002558,0.017481,0.010336,0.351064,0.031682,0.000000,0.007999,0.016937,0.018389,0.000000,0.002308,0.075162,0.114005,0.019453,0.025857,0.005258,0.002690,Not run,Not run,0.000660,0.001045,0.001180,Not run,0.371647,0.186721,Not run
boraxo,16,Base_OpenMP,default,0.019434,0.007268,0.004848,0.067298,0.006642,0.009099,0.009878,0.004908,0.018171,0.018830,0.018707,0.010753,0.012030,0.008022,1.179181,0.001141,0.000550,0.000899,0.002464,1.001882,0.022474,0.009522,0.019255,0.003855,0.019235,0.082688,0.012180,0.024689,0.028989,0.005654,0.014461,0.046294,0.067859,0.010061,0.006238,0.012191,0.050596,0.053285,0.004869,0.011190,0.020991,0.034568,0.052890,0.002647,0.011728,0.017214,0.021889,0.017443,0.011484,0.002667,0.019832,0.010727,0.376629,0.031991,0.000000,0.008131,0.025195,0.024922,0.000000,0.002370,0.041553,0.104960,0.019507,0.029194,0.005117,0.003672,Not run,Not run,0.000831,0.000817,0.000949,Not run,0.180789,0.103419,Not run
boraxo,8,Base_OpenMP,default,0.035458,0.021330,0.006697,0.131964,0.008274,0.017216,0.019502,0.008205,0.030616,0.022301,0.021848,0.017500,0.021270,0.011544,0.928211,0.001557,0.000339,0.000935,0.003630,0.416523,0.052129,0.023762,0.027560,0.005731,0.029766,0.051604,0.031197,0.052053,0.068711,0.010825,0.047385,0.091423,0.133708,0.016832,0.006154,0.023674,0.094470,0.105525,0.002524,0.002267,0.035690,0.060125,0.091857,0.004264,0.031881,0.026104,0.032120,0.026160,0.031891,0.004980,0.039579,0.021675,0.752732,0.080787,0.000000,0.015512,0.048630,0.047535,0.000000,0.004520,0.087164,0.208654,0.046845,0.057963,0.009609,0.006370,Not run,Not run,0.000803,0.000783,0.001398,Not run,0.176877,0.046063,Not run
boraxo,4,Base_OpenMP,default,0.064927,0.032375,0.021785,0.264250,0.014719,0.034582,0.041111,0.017578,0.062058,0.046516,0.045744,0.034282,0.043301,0.021724,0.955021,0.002859,0.000447,0.002251,0.006938,0.477527,0.092007,0.045600,0.087814,0.011113,0.088151,0.099224,0.068268,0.106007,0.128372,0.021607,0.091528,0.183032,0.268537,0.033323,0.008670,0.052723,0.213713,0.209335,0.003432,0.005375,0.069610,0.145054,0.199414,0.008396,0.067654,0.078428,0.086135,0.078570,0.067746,0.010330,0.078507,0.045410,1.504873,0.149286,0.000000,0.031395,0.094150,0.093369,0.000000,0.009098,0.166935,0.417045,0.097284,0.115785,0.019745,0.013115,Not run,Not run,0.001442,0.001762,0.004410,Not run,0.170747,0.039977,Not run
