machine, rep, sz, n_threads, Basic_ARRAY_OF_PTRS, Basic_COPY8, Basic_DAXPY, Basic_DAXPY_ATOMIC, Basic_EMPTY, Basic_IF_QUAD, Basic_INDEXLIST, Basic_INDEXLIST_3LOOP, Basic_INIT3, Basic_INIT_VIEW1D, Basic_INIT_VIEW1D_OFFSET, Basic_MAT_MAT_SHARED, Basic_MULADDSUB, Basic_NESTED_INIT, Basic_PI_ATOMIC, Basic_PI_REDUCE, Basic_REDUCE3_INT, Basic_REDUCE_STRUCT, Basic_TRAP_INT, Basic_MULTI_REDUCE, Lcals_DIFF_PREDICT, Lcals_EOS, Lcals_FIRST_DIFF, Lcals_FIRST_MIN, Lcals_FIRST_SUM, Lcals_GEN_LIN_RECUR, Lcals_HYDRO_1D, Lcals_HYDRO_2D, Lcals_INT_PREDICT, Lcals_PLANCKIAN, Lcals_TRIDIAG_ELIM, Polybench_2MM, Polybench_3MM, Polybench_ADI, Polybench_ATAX, Polybench_FDTD_2D, Polybench_FLOYD_WARSHALL, Polybench_GEMM, Polybench_GEMVER, Polybench_GESUMMV, Polybench_HEAT_3D, Polybench_JACOBI_1D, Polybench_JACOBI_2D, Polybench_MVT, Stream_ADD, Stream_COPY, Stream_DOT, Stream_MUL, Stream_TRIAD, Apps_CONVECTION3DPA, Apps_DEL_DOT_VEC_2D, Apps_DIFFUSION3DPA, Apps_EDGE3D, Apps_ENERGY, Apps_FEMSWEEP, Apps_FIR, Apps_LTIMES, Apps_LTIMES_NOVIEW, Apps_MASS3DEA, Apps_MASS3DPA, Apps_MATVEC_3D_STENCIL, Apps_NODAL_ACCUMULATION_3D, Apps_PRESSURE, Apps_VOL3D, Apps_ZONAL_ACCUMULATION_3D, Algorithm_SCAN, Algorithm_SORT, Algorithm_SORTPAIRS, Algorithm_REDUCE_SUM, Algorithm_MEMSET, Algorithm_MEMCPY, Algorithm_ATOMIC, Algorithm_HISTOGRAM, Comm_HALO_PACKING, Comm_HALO_PACKING_FUSED
mammoth, 0.5, 1.0, 256 (full), 0.009997, 0.005185, 0.029112, 0.035609, 0.046705, 0.013151, 0.008227, 0.019945, 0.032478, 0.132520, 0.132034, 0.024257, 0.022792, 0.052069, 1.558270, 0.003336, 0.006350, 0.007405, 0.004024, 0.870470, 0.016718, 0.033361, 0.112295, 0.013249, 0.115118, 0.150912, 0.059996, 0.014880, 0.028216, 0.004817, 0.060331, 0.029221, 0.046301, 0.007485, 0.013160, 0.079349, 0.492204, 0.042806, 0.010514, 0.008225, 0.062561, 0.172237, 0.245847, 0.007059, 0.058587, 0.101799, 0.128940, 0.101571, 0.059481, 0.005319, 0.011711, 0.009019, 0.091761, 0.017356, 0.000000, 0.013579, 0.009340, 0.009208, 0.000000, 0.005021, 0.022698, 0.015522, 0.045147, 0.017198, 0.008332, 0.007955, 0.000000, 0.000000, 0.003575, 0.005603, 0.006665, 0.000000, 0.168270, 1.279268, 0.000000
matrix-cpu, 0.5, 1.0, 224 (full), 0.014746, 0.012368, 0.112568, 0.127296, 0.219575, 0.043471, 0.035748, 0.079697, 0.114084, 0.561053, 0.564846, 0.009057, 0.080328, 0.229261, 1.998599, 0.011856, 0.012341, 0.012310, 0.012194, 0.871155, 0.050952, 0.108636, 0.447627, 0.035657, 0.452898, 0.260252, 0.226683, 0.026659, 0.091057, 0.012711, 0.226936, 0.019620, 0.029858, 0.010348, 0.046348, 0.293312, 1.785637, 0.025830, 0.019460, 0.027575, 0.201162, 0.726155, 0.914007, 0.023165, 0.226437, 0.406746, 0.449214, 0.407640, 0.224644, 0.012219, 0.024172, 0.012832, 0.065282, 0.034058, 0.000000, 0.038772, 0.014710, 0.014930, 0.000000, 0.011895, 0.027232, 0.055069, 0.161896, 0.026730, 0.023783, 0.034901, 0.000000, 0.000000, 0.011694, 0.024022, 0.023358, 0.000000, 0.349335, 6.332731, 0.000000
tioga-cpu, 0.5, 1.0, 128 (full), 0.018809, 0.009603, 0.005991, 0.010596, 0.006866, 0.009081, 0.002112, 0.003803, 0.021821, 0.021647, 0.020569, 0.024758, 0.014077, 0.009948, 6.467053, 0.000823, 0.000440, 0.001534, 0.002209, 2.425304, 0.026139, 0.013452, 0.011847, 0.001137, 0.013239, 0.073774, 0.010340, 0.019749, 0.037552, 0.006571, 0.028598, 0.062732, 0.097396, 0.006062, 0.002444, 0.010039, 0.051392, 0.090633, 0.007243, 0.001852, 0.024712, 0.021390, 0.044536, 0.001976, 0.011411, 0.011175, 0.019682, 0.011407, 0.009936, 0.004695, 0.009626, 0.010437, 0.257336, 0.026639, 0.000000, 0.012437, 0.013999, 0.009238, 0.000000, 0.003594, 0.028044, 0.013431, 0.028300, 0.008895, 0.003223, 0.001934, 0.000000, 0.000000, 0.000763, 0.000713, 0.001073, 0.000000, 0.262396, 0.063898, 0.000000
tuolumne-cpu, 0.5, 1.0, 192 (full), 0.005577, 0.001381, 0.004851, 0.009745, 0.009516, 0.003987, 0.002028, 0.003927, 0.004985, 0.029059, 0.026215, 0.037314, 0.003724, 0.012494, 1.926667, 0.000963, 0.000752, 0.001477, 0.003122, 0.965775, 0.005131, 0.006695, 0.015892, 0.001757, 0.015659, 0.082091, 0.008429, 0.006364, 0.007610, 0.002789, 0.008121, 0.015840, 0.024797, 0.003889, 0.002593, 0.015596, 0.066521, 0.018305, 0.004229, 0.001393, 0.062919, 0.026037, 0.073339, 0.002200, 0.007851, 0.013522, 0.026987, 0.013596, 0.008154, 0.002162, 0.007303, 0.004267, 0.089342, 0.005800, 0.000000, 0.006158, 0.005454, 0.003904, 0.000001, 0.001760, 0.007813, 0.063832, 0.011172, 0.003992, 0.002067, 0.001852, 0.000000, 0.000000, 0.001365, 0.001184, 0.000966, 0.000000, 0.243080, 0.188250, 0.000000
borax, 0.5, 1.0, 32 (half), 0.084676, 0.044849, 0.022597, 0.137002, 0.012514, 0.035309, 0.014437, 0.020783, 0.042218, 0.067060, 0.067077, 0.032385, 0.030382, 0.030733, 2.386181, 0.003368, 0.001304, 0.002523, 0.008132, 2.160589, 0.082806, 0.026375, 0.077618, 0.004641, 0.077485, 0.127014, 0.040917, 0.044711, 0.076332, 0.006803, 0.049283, 0.236649, 0.363045, 0.013898, 0.011659, 0.037925, 0.260317, 0.308085, 0.006037, 0.005688, 0.063442, 0.109356, 0.158146, 0.009957, 0.040943, 0.064501, 0.063007, 0.070823, 0.040990, 0.006096, 0.036166, 0.022206, 0.786799, 0.097098, 0.000000, 0.017958, 0.039076, 0.038530, 0.000000, 0.005310, 0.161727, 0.212521, 0.053705, 0.048547, 0.009837, 0.007821, 0.000000, 0.000000, 0.001286, 0.003194, 0.004937, 0.000000, 0.739087, 0.179762, 0.000000
boraxo, 0.5, 1.0, 32 (half), 0.067974, 0.023996, 0.009653, 0.147005, 0.012742, 0.018455, 0.013508, 0.009500, 0.033453, 0.032184, 0.032229, 0.024336, 0.023407, 0.014172, 4.288868, 0.002126, 0.001317, 0.001620, 0.004101, 2.528498, 0.077095, 0.026068, 0.039910, 0.004998, 0.040091, 0.115970, 0.035711, 0.052572, 0.094410, 0.006034, 0.051986, 0.733221, 1.121587, 0.012755, 0.024132, 0.028743, 0.143101, 0.900532, 0.007699, 0.005527, 0.040889, 0.066476, 0.129969, 0.018330, 0.035887, 0.032981, 0.037038, 0.031557, 0.035427, 0.005019, 0.035028, 0.021454, 0.693421, 0.086678, 0.000000, 0.015024, 0.033458, 0.036335, 0.000000, 0.004354, 0.174285, 0.230397, 0.051426, 0.050660, 0.009975, 0.004534, 0.000000, 0.000000, 0.000891, 0.001392, 0.002115, 0.000000, 0.741490, 0.183920, 0.000000
corona-cpu, 0.5, 1.0, 48 (half), 0.017084, 0.005165, 0.009821, 0.037695, 0.013090, 0.010816, 0.008517, 0.012332, 0.015739, 0.062854, 0.047478, 0.021752, 0.010320, 0.030765, 1.227708, 0.002783, 0.001713, 0.002269, 0.005544, 0.492884, 0.018546, 0.013548, 0.039928, 0.004255, 0.050208, 0.206577, 0.021837, 0.018318, 0.016195, 0.003859, 0.024590, 0.098319, 0.155492, 0.009253, 0.005835, 0.025781, 0.176107, 0.145651, 0.008381, 0.003277, 0.048209, 0.053055, 0.088653, 0.003694, 0.018364, 0.032779, 0.040839, 0.045939, 0.022357, 0.004329, 0.014465, 0.010492, 0.322500, 0.018782, 0.000000, 0.010985, 0.013397, 0.013279, 0.000000, 0.003875, 0.037404, 0.047928, 0.024213, 0.021658, 0.005902, 0.004164, 0.000000, 0.000000, 0.001342, 0.002034, 0.002999, 0.000000, 0.188348, 0.306224, 0.000000
dane, 0.5, 1.0, 112 (half), 0.008363, 0.002732, 0.005186, 0.032487, 0.009266, 0.004748, 0.003692, 0.004801, 0.007523, 0.025149, 0.024794, 0.007930, 0.005373, 0.009466, 3.636838, 0.001165, 0.004405, 0.004379, 0.001529, 2.130382, 0.009831, 0.006509, 0.019557, 0.009195, 0.019416, 0.069746, 0.010480, 0.007051, 0.008090, 0.001383, 0.010618, 0.087019, 0.142974, 0.003288, 0.005086, 0.015832, 0.081803, 0.115173, 0.005896, 0.001423, 0.027182, 0.036252, 0.065368, 0.003135, 0.010641, 0.017315, 0.024786, 0.017786, 0.010104, 0.001572, 0.005475, 0.003529, 0.098574, 0.007757, 0.000000, 0.003862, 0.005106, 0.005115, 0.000000, 0.001305, 0.012728, 0.047676, 0.009680, 0.007646, 0.002259, 0.001915, 0.000000, 0.000000, 0.000783, 0.001113, 0.001195, 0.000000, 0.725537, 0.254915, 0.000000
mammoth, 0.5, 1.0, 128 (half), 0.009603, 0.004981, 0.017397, 0.026520, 0.025390, 0.009921, 0.006976, 0.013752, 0.020919, 0.079258, 0.076287, 0.016203, 0.014204, 0.032507, 1.386271, 0.002302, 0.003506, 0.004156, 0.003693, 0.636196, 0.015891, 0.021063, 0.065141, 0.007419, 0.065176, 0.143510, 0.035438, 0.015148, 0.021738, 0.004228, 0.037022, 0.043177, 0.066843, 0.006636, 0.008637, 0.047267, 0.295669, 0.066273, 0.008251, 0.005364, 0.066517, 0.103252, 0.161079, 0.004920, 0.034704, 0.057713, 0.071060, 0.058970, 0.032783, 0.005215, 0.011184, 0.009900, 0.142513, 0.018045, 0.000000, 0.011634, 0.010217, 0.009756, 0.000000, 0.004924, 0.023308, 0.021929, 0.030870, 0.017813, 0.006863, 0.005541, 0.000000, 0.000000, 0.002196, 0.003319, 0.004248, 0.000000, 0.205939, 0.698442, 0.000000
matrix-cpu, 0.5, 1.0, 112 (half), 0.004071, 0.002110, 0.005885, 0.019822, 0.012264, 0.004038, 0.003317, 0.004559, 0.010266, 0.028155, 0.028530, 0.005856, 0.007348, 0.010932, 2.042834, 0.001136, 0.005671, 0.005536, 0.001407, 0.924286, 0.006744, 0.007086, 0.023016, 0.011869, 0.022953, 0.074945, 0.012412, 0.006337, 0.006644, 0.001505, 0.012232, 0.018651, 0.030573, 0.003733, 0.003136, 0.015964, 0.094354, 0.021812, 0.004814, 0.001698, 0.022721, 0.037510, 0.053565, 0.001634, 0.011517, 0.020420, 0.026389, 0.020384, 0.011631, 0.001439, 0.003941, 0.002737, 0.061559, 0.006456, 0.000000, 0.003603, 0.003536, 0.003496, 0.000000, 0.001081, 0.008244, 0.033505, 0.010308, 0.005527, 0.002207, 0.002041, 0.000000, 0.000000, 0.000816, 0.001226, 0.001299, 0.000000, 0.351104, 0.358175, 0.000000
tioga-cpu, 0.5, 1.0, 64 (half), 0.020668, 0.009801, 0.006129, 0.016344, 0.007793, 0.015422, 0.004772, 0.006592, 0.023916, 0.032105, 0.031719, 0.022699, 0.018541, 0.012342, 3.561433, 0.001305, 0.000493, 0.002249, 0.003995, 0.797372, 0.022639, 0.021563, 0.022571, 0.001489, 0.022918, 0.071546, 0.027613, 0.020462, 0.038274, 0.009356, 0.035073, 0.083005, 0.131772, 0.005532, 0.003429, 0.020342, 0.076513, 0.120465, 0.007133, 0.002556, 0.033776, 0.035332, 0.059179, 0.002997, 0.026566, 0.020820, 0.028012, 0.021260, 0.027021, 0.005917, 0.014731, 0.014526, 0.373059, 0.032800, 0.000000, 0.017256, 0.020279, 0.012704, 0.000000, 0.004890, 0.031666, 0.019676, 0.041398, 0.011322, 0.004844, 0.002543, 0.000000, 0.000000, 0.000818, 0.000826, 0.001687, 0.000000, 0.285132, 0.053652, 0.000000
tuolumne-cpu, 0.5, 1.0, 96 (half), 0.012748, 0.001832, 0.004751, 0.012020, 0.010048, 0.006879, 0.002360, 0.005336, 0.007088, 0.033080, 0.032913, 0.038663, 0.005812, 0.012632, 1.801319, 0.001346, 0.000868, 0.001947, 0.003335, 0.468440, 0.008326, 0.009158, 0.016621, 0.001988, 0.016522, 0.082826, 0.009655, 0.009258, 0.008382, 0.004796, 0.009660, 0.032113, 0.048398, 0.005592, 0.002961, 0.020386, 0.071187, 0.035346, 0.004953, 0.002060, 0.117719, 0.030539, 0.103784, 0.002228, 0.008102, 0.013669, 0.031159, 0.013793, 0.008084, 0.003092, 0.007991, 0.007662, 0.174863, 0.009384, 0.000000, 0.009486, 0.008885, 0.005967, 0.000000, 0.002611, 0.014033, 0.151196, 0.017031, 0.006459, 0.002454, 0.002188, 0.000000, 0.000000, 0.001388, 0.001148, 0.001020, 0.000000, 0.189052, 0.181473, 0.000000
borax, 0.5, 1.0, 16 (quarter), 0.067921, 0.039739, 0.019936, 0.123377, 0.009676, 0.034679, 0.020519, 0.026726, 0.040333, 0.066266, 0.068019, 0.033532, 0.028956, 0.031006, 1.238675, 0.003154, 0.000844, 0.002719, 0.007756, 0.722930, 0.077723, 0.027125, 0.075479, 0.005820, 0.075657, 0.174158, 0.039844, 0.050155, 0.079608, 0.007491, 0.048148, 0.174047, 0.264647, 0.021172, 0.009972, 0.034268, 0.248778, 0.197633, 0.005344, 0.005143, 0.055022, 0.105422, 0.148612, 0.006665, 0.039889, 0.068010, 0.055641, 0.068787, 0.039585, 0.006630, 0.035947, 0.024406, 0.866279, 0.101535, 0.000000, 0.020682, 0.056892, 0.055390, 0.000000, 0.005822, 0.109824, 0.195939, 0.057547, 0.053101, 0.011352, 0.007919, 0.000000, 0.000000, 0.001297, 0.003157, 0.004814, 0.000000, 0.322044, 0.111173, 0.000000
boraxo, 0.5, 1.0, 16 (quarter), 0.043433, 0.024796, 0.007873, 0.133025, 0.010181, 0.017859, 0.020124, 0.009185, 0.033041, 0.026837, 0.026310, 0.026733, 0.023242, 0.011208, 2.286706, 0.001906, 0.000842, 0.001381, 0.004003, 1.213920, 0.079085, 0.024950, 0.033631, 0.006542, 0.035324, 0.159140, 0.033784, 0.053726, 0.094467, 0.011034, 0.049374, 0.316555, 0.453696, 0.020888, 0.017633, 0.025229, 0.131897, 0.393666, 0.006808, 0.007498, 0.036447, 0.064348, 0.124050, 0.011378, 0.033383, 0.029778, 0.037446, 0.029339, 0.033290, 0.005390, 0.039807, 0.022946, 0.744682, 0.087898, 0.000000, 0.015831, 0.048984, 0.047802, 0.000000, 0.004683, 0.091508, 0.212301, 0.050441, 0.057601, 0.010347, 0.006866, 0.000000, 0.000000, 0.000999, 0.001071, 0.001956, 0.000000, 0.358275, 0.094537, 0.000000
corona-cpu, 0.5, 1.0, 32 (quarter), 0.026356, 0.006782, 0.008443, 0.048143, 0.010335, 0.012524, 0.010810, 0.014245, 0.013690, 0.065299, 0.042595, 0.021507, 0.010590, 0.032989, 1.073887, 0.003250, 0.001320, 0.002430, 0.007384, 0.483244, 0.024437, 0.013972, 0.032017, 0.003442, 0.049855, 0.139852, 0.018628, 0.024510, 0.018982, 0.004216, 0.023529, 0.146561, 0.230839, 0.011968, 0.005332, 0.022704, 0.122931, 0.213912, 0.007086, 0.003261, 0.053175, 0.043480, 0.087745, 0.004007, 0.017331, 0.032697, 0.038635, 0.059246, 0.024035, 0.004772, 0.019771, 0.014818, 0.483996, 0.028132, 0.000000, 0.014279, 0.018580, 0.018427, 0.000000, 0.004770, 0.060853, 0.070640, 0.024129, 0.030519, 0.007215, 0.004063, 0.000000, 0.000000, 0.001091, 0.001621, 0.002908, 0.000000, 0.200429, 0.223891, 0.000000
dane, 0.5, 1.0, 56 (quarter), 0.008338, 0.002738, 0.003762, 0.027800, 0.007072, 0.004339, 0.004546, 0.003462, 0.012967, 0.016897, 0.016785, 0.006908, 0.010053, 0.009343, 1.581671, 0.000980, 0.001830, 0.001899, 0.001359, 0.705697, 0.010287, 0.007786, 0.020338, 0.003967, 0.020253, 0.079936, 0.009916, 0.008607, 0.007544, 0.001938, 0.010057, 0.029749, 0.047285, 0.005327, 0.002481, 0.011249, 0.068985, 0.041891, 0.005291, 0.001329, 0.020574, 0.028869, 0.041828, 0.001538, 0.008952, 0.015264, 0.018174, 0.015583, 0.009001, 0.001593, 0.005273, 0.003457, 0.106398, 0.008117, 0.000000, 0.003330, 0.005098, 0.004980, 0.000000, 0.001156, 0.012515, 0.047407, 0.010793, 0.007320, 0.002230, 0.001630, 0.000000, 0.000000, 0.000485, 0.000767, 0.000855, 0.000000, 0.282782, 0.169891, 0.000000
mammoth, 0.5, 1.0, 64 (quarter), 0.007166, 0.003666, 0.008605, 0.027794, 0.011642, 0.006184, 0.006251, 0.009097, 0.010913, 0.038963, 0.033535, 0.012836, 0.008113, 0.017068, 1.166644, 0.001312, 0.001693, 0.002456, 0.002637, 0.601714, 0.011081, 0.011190, 0.028430, 0.003884, 0.029337, 0.171878, 0.015986, 0.011207, 0.015165, 0.002853, 0.018159, 0.031149, 0.048446, 0.006606, 0.004465, 0.020252, 0.130153, 0.039676, 0.006754, 0.002808, 0.037123, 0.043198, 0.066469, 0.002697, 0.015924, 0.025194, 0.032361, 0.025726, 0.015852, 0.003300, 0.007577, 0.006616, 0.145050, 0.014726, 0.000000, 0.006905, 0.008451, 0.008541, 0.000000, 0.003437, 0.017329, 0.035967, 0.017485, 0.012605, 0.003992, 0.003599, 0.000000, 0.000000, 0.001246, 0.001740, 0.002502, 0.000000, 0.222356, 0.340049, 0.000000
matrix-cpu, 0.5, 1.0, 56 (quarter), 0.008614, 0.002628, 0.003753, 0.026662, 0.006896, 0.004250, 0.004319, 0.003354, 0.012183, 0.016877, 0.016857, 0.006831, 0.009351, 0.008800, 1.594780, 0.000960, 0.001819, 0.001860, 0.001322, 0.705767, 0.009843, 0.006077, 0.014806, 0.003651, 0.014472, 0.081598, 0.008344, 0.008164, 0.007012, 0.001327, 0.008368, 0.029310, 0.045765, 0.005111, 0.002113, 0.009364, 0.056914, 0.041881, 0.004359, 0.001078, 0.020509, 0.023635, 0.035916, 0.001277, 0.007323, 0.012562, 0.015484, 0.012673, 0.007359, 0.001423, 0.005110, 0.003292, 0.100795, 0.007752, 0.000000, 0.003174, 0.004780, 0.004761, 0.000000, 0.001083, 0.012108, 0.045691, 0.010243, 0.007095, 0.002203, 0.001575, 0.000000, 0.000000, 0.000468, 0.000745, 0.000848, 0.000000, 0.269162, 0.178289, 0.000000
tioga-cpu, 0.5, 1.0, 32 (quarter), 0.017845, 0.009935, 0.006601, 0.032633, 0.007745, 0.026217, 0.006483, 0.008379, 0.023922, 0.031035, 0.030697, 0.023310, 0.018486, 0.013365, 1.527202, 0.001291, 0.000496, 0.002384, 0.003985, 0.652639, 0.023010, 0.021643, 0.022771, 0.001404, 0.023168, 0.071723, 0.027415, 0.020271, 0.037642, 0.012941, 0.034437, 0.074580, 0.113919, 0.006395, 0.003985, 0.020128, 0.075186, 0.087249, 0.007206, 0.002611, 0.026099, 0.035850, 0.053918, 0.003708, 0.025880, 0.019611, 0.037114, 0.019995, 0.026420, 0.005819, 0.018135, 0.014803, 0.380429, 0.032447, 0.000000, 0.017048, 0.018860, 0.012924, 0.000000, 0.004470, 0.032493, 0.037332, 0.040741, 0.011546, 0.004509, 0.002903, 0.000000, 0.000000, 0.001172, 0.000830, 0.001639, 0.000000, 0.261056, 0.042746, 0.000000
tuolumne-cpu, 0.5, 1.0, 48 (quarter), 0.009730, 0.002009, 0.005141, 0.018386, 0.009143, 0.007513, 0.002496, 0.004988, 0.007007, 0.034905, 0.035481, 0.027852, 0.005623, 0.013549, 0.698677, 0.001273, 0.000750, 0.001591, 0.003793, 0.384666, 0.007869, 0.008375, 0.017918, 0.001878, 0.017797, 0.081913, 0.009386, 0.009301, 0.008300, 0.005870, 0.009868, 0.039873, 0.060759, 0.006455, 0.003447, 0.014888, 0.068355, 0.044510, 0.004742, 0.002001, 0.073272, 0.030493, 0.081559, 0.002855, 0.008203, 0.013682, 0.038417, 0.014508, 0.008263, 0.003182, 0.009559, 0.009064, 0.184966, 0.009435, 0.000000, 0.009814, 0.009292, 0.008044, 0.000000, 0.002377, 0.014803, 0.021448, 0.016345, 0.006670, 0.002374, 0.002431, 0.000000, 0.000000, 0.001864, 0.001159, 0.000972, 0.000000, 0.173738, 0.173805, 0.000000
dane, 0.5, 1.0, 32, 0.015914, 0.003879, 0.003428, 0.044668, 0.005800, 0.006300, 0.006905, 0.003631, 0.021010, 0.014254, 0.014182, 0.007829, 0.015142, 0.006123, 1.369735, 0.000881, 0.000893, 0.000894, 0.001486, 0.616036, 0.016354, 0.008035, 0.013998, 0.002798, 0.014480, 0.046210, 0.008611, 0.012208, 0.030714, 0.001766, 0.008057, 0.052404, 0.081093, 0.010269, 0.001864, 0.009545, 0.047760, 0.072510, 0.002883, 0.000873, 0.017310, 0.020362, 0.041235, 0.001427, 0.005947, 0.009699, 0.011792, 0.009878, 0.006068, 0.001778, 0.008431, 0.005016, 0.179204, 0.016295, 0.000000, 0.004392, 0.008387, 0.008123, 0.000000, 0.001456, 0.020342, 0.075503, 0.014596, 0.011226, 0.002764, 0.001662, 0.000000, 0.000000, 0.000346, 0.000571, 0.000605, 0.000000, 0.247758, 0.091981, 0.000000
mammoth, 0.5, 1.0, 32, 0.012522, 0.005253, 0.006266, 0.045636, 0.006756, 0.007752, 0.008824, 0.010879, 0.012536, 0.035513, 0.023685, 0.014837, 0.010215, 0.019514, 1.231922, 0.001533, 0.001077, 0.002050, 0.004007, 0.524543, 0.015960, 0.013255, 0.020734, 0.003002, 0.021979, 0.109969, 0.016571, 0.018065, 0.018566, 0.003304, 0.020988, 0.054997, 0.083594, 0.009223, 0.003537, 0.016645, 0.079530, 0.062740, 0.004354, 0.002397, 0.033241, 0.034853, 0.058669, 0.002838, 0.015758, 0.018434, 0.022797, 0.023314, 0.016510, 0.004334, 0.012089, 0.009951, 0.286141, 0.022943, 0.000000, 0.008678, 0.015127, 0.015135, 0.000000, 0.003476, 0.030696, 0.068731, 0.023397, 0.019957, 0.004913, 0.003399, 0.000000, 0.000000, 0.000849, 0.001122, 0.001668, 0.000000, 0.209416, 0.142310, 0.000000
matrix-cpu, 0.5, 1.0, 32, 0.014098, 0.003924, 0.003320, 0.043520, 0.005116, 0.006094, 0.006668, 0.003351, 0.019996, 0.012678, 0.012619, 0.007812, 0.014093, 0.006155, 1.346428, 0.000862, 0.000960, 0.000898, 0.001469, 0.634215, 0.016438, 0.007190, 0.011367, 0.002647, 0.012022, 0.060581, 0.007958, 0.011845, 0.028972, 0.001675, 0.007973, 0.051516, 0.088273, 0.010235, 0.001817, 0.009523, 0.046966, 0.072802, 0.002595, 0.000865, 0.017798, 0.019607, 0.038928, 0.001489, 0.005945, 0.009681, 0.011883, 0.009752, 0.005955, 0.001819, 0.008348, 0.004949, 0.175621, 0.017122, 0.000000, 0.004338, 0.008124, 0.008048, 0.000000, 0.001411, 0.019982, 0.074145, 0.014386, 0.011612, 0.002762, 0.001591, 0.000000, 0.000000, 0.000339, 0.000578, 0.000633, 0.000000, 0.241762, 0.094159, 0.000000
tuolumne-cpu, 0.5, 1.0, 32, 0.020866, 0.002429, 0.004743, 0.025440, 0.009189, 0.011186, 0.003040, 0.005799, 0.007421, 0.037078, 0.037712, 0.029210, 0.006019, 0.015132, 0.759899, 0.001556, 0.000688, 0.001940, 0.004833, 0.340777, 0.009223, 0.010664, 0.017777, 0.001986, 0.018291, 0.082148, 0.010402, 0.011253, 0.010039, 0.008519, 0.011084, 0.058750, 0.087414, 0.009676, 0.004153, 0.016733, 0.068929, 0.063588, 0.006004, 0.002330, 0.080560, 0.032070, 0.085451, 0.003231, 0.008831, 0.013267, 0.045096, 0.013834, 0.008812, 0.004529, 0.013723, 0.013755, 0.277133, 0.013182, 0.000000, 0.013765, 0.013001, 0.011322, 0.000000, 0.003267, 0.022831, 0.031357, 0.022348, 0.009274, 0.002989, 0.002763, 0.000000, 0.000000, 0.001928, 0.001096, 0.000969, 0.000000, 0.167035, 0.147222, 0.000000
borax, 0.5, 2.0, 72, 0.107041, 0.080139, 0.024164, 0.125924, 0.021122, 0.033947, 0.014417, 0.023140, 0.055281, 0.090838, 0.087175, 0.056350, 0.040298, 0.036559, 4.400941, 0.003649, 0.003606, 0.004120, 0.007909, 2.751699, 0.503667, 0.035754, 0.081505, 0.008151, 0.082428, 0.478684, 0.057983, 0.214796, 0.397895, 0.007302, 0.064976, 0.864259, 1.334424, 0.015539, 0.019427, 0.050718, 0.427274, 1.097875, 0.011619, 0.006136, 0.064310, 0.127801, 0.173138, 0.016625, 0.054575, 0.074877, 0.071133, 0.074031, 0.054833, 0.006633, 0.034531, 0.023538, 0.687520, 0.270905, 0.000000, 0.017680, 0.035038, 0.034566, 0.000000, 0.005751, 0.215368, 0.187780, 0.079156, 0.044591, 0.010602, 0.008441, , , 0.002451, 0.005087, 0.005690, , 0.628253, 0.379026, 
borax, 0.5, 2.0, 32, 0.173038, 0.104717, 0.036707, 0.268707, 0.018833, 0.069477, 0.026609, 0.037495, 0.084840, 0.115907, 0.115077, 0.090973, 0.060663, 0.051872, 4.257778, 0.006102, 0.001520, 0.004301, 0.015582, 3.384604, 0.489925, 0.049219, 0.118089, 0.007374, 0.118619, 0.287598, 0.074725, 0.191740, 0.405635, 0.012567, 0.092346, 1.888747, 2.958606, 0.026774, 0.039419, 0.067340, 0.630919, 2.458204, 0.011580, 0.007435, 0.112300, 0.186718, 0.280526, 0.032473, 0.074316, 0.097169, 0.103107, 0.113142, 0.079970, 0.011409, 0.072025, 0.047705, 1.538165, 0.343721, 0.000000, 0.034651, 0.075783, 0.074812, 0.000000, 0.010234, 0.379508, 0.421898, 0.116527, 0.094478, 0.018858, 0.010858, , , 0.002387, 0.005535, 0.007589, , 2.167235, 0.195848, 
borax, 0.5, 2.0, 16, 0.125775, 0.091766, 0.029798, 0.244912, 0.015630, 0.069130, 0.039412, 0.046306, 0.093239, 0.117957, 0.123434, 0.094444, 0.062248, 0.053411, 2.445188, 0.005874, 0.001533, 0.004899, 0.015290, 1.529687, 0.469046, 0.050825, 0.110126, 0.010495, 0.122704, 0.409009, 0.073877, 0.193490, 0.396681, 0.014845, 0.092592, 0.556250, 0.878425, 0.036415, 0.014810, 0.063532, 0.628800, 0.765312, 0.008551, 0.007177, 0.101570, 0.175585, 0.288429, 0.013791, 0.073521, 0.102422, 0.086584, 0.111723, 0.073492, 0.013321, 0.074902, 0.062622, 1.696231, 0.339442, 0.000000, 0.040599, 0.111904, 0.108967, 0.000000, 0.010883, 0.246463, 0.391563, 0.120149, 0.104331, 0.021383, 0.015045, , , 0.002390, 0.006073, 0.007599, , 0.623004, 0.128508, 
