machine, rep, sz, n_threads, Basic_DAXPY, Basic_DAXPY_ATOMIC, Basic_IF_QUAD, Basic_INDEXLIST, Basic_INDEXLIST_3LOOP, Basic_INIT3, Basic_INIT_VIEW1D, Basic_INIT_VIEW1D_OFFSET, Basic_MAT_MAT_SHARED, Basic_MULADDSUB, Basic_NESTED_INIT, Basic_PI_ATOMIC, Basic_PI_REDUCE, Basic_REDUCE3_INT, Basic_REDUCE_STRUCT, Basic_TRAP_INT, Lcals_DIFF_PREDICT, Lcals_EOS, Lcals_FIRST_DIFF, Lcals_FIRST_MIN, Lcals_FIRST_SUM, Lcals_GEN_LIN_RECUR, Lcals_HYDRO_1D, Lcals_HYDRO_2D, Lcals_INT_PREDICT, Lcals_PLANCKIAN, Lcals_TRIDIAG_ELIM, Polybench_2MM, Polybench_3MM, Polybench_ADI, Polybench_ATAX, Polybench_FDTD_2D, Polybench_FLOYD_WARSHALL, Polybench_GEMM, Polybench_GEMVER, Polybench_GESUMMV, Polybench_HEAT_3D, Polybench_JACOBI_1D, Polybench_JACOBI_2D, Polybench_MVT, Stream_ADD, Stream_COPY, Stream_DOT, Stream_MUL, Stream_TRIAD, Apps_CONVECTION3DPA, Apps_DEL_DOT_VEC_2D, Apps_DIFFUSION3DPA, Apps_ENERGY, Apps_FIR, Apps_HALOEXCHANGE, Apps_HALOEXCHANGE_FUSED, Apps_LTIMES, Apps_LTIMES_NOVIEW, Apps_MASS3DPA, Apps_NODAL_ACCUMULATION_3D, Apps_PRESSURE, Apps_VOL3D, Algorithm_SCAN, Algorithm_SORT, Algorithm_SORTPAIRS, Algorithm_REDUCE_SUM, Algorithm_MEMSET, Algorithm_MEMCPY
ec2-c5n, 0.5, 1.0, 4, 0.040542, 0.384125, 0.068903, 0.068875, 0.070754, 0.153125, 0.278673, 0.190141, 0.164847, 0.107205, 0.086230, 1.197446, 0.008758, 0.002422, 0.004347, 0.018615, 0.212637, 0.112347, 0.164476, 0.014876, 0.164607, 0.214922, 0.140660, 0.143496, 0.304361, 0.026091, 0.202611, 0.963802, 1.489526, 0.055683, 0.030766, 0.110591, 0.587876, 1.315034, 0.007821, 0.010355, 0.104628, 0.268609, 0.398231, 0.030549, 0.139001, 0.146933, 0.163715, 0.147271, 0.139599, 0.038508, 0.110232, 0.098786, 0.206032, 0.088644, 0.010574, 0.007812, 0.128938, 0.128929, 0.027150, 0.542283, 0.235806, 0.168577, 0.018960, , , 0.003743, 0.004067, 0.008307
ec2-c6a, 0.5, 1.0, 192, 0.009913, 0.012735, 0.006493, 0.003826, 0.007474, 0.012894, 0.050278, 0.047481, 0.014690, 0.009399, 0.020586, 7.752036, 0.002344, 0.007821, 0.007802, 0.003521, 0.016363, 0.012504, 0.038323, 0.015608, 0.038273, 0.114678, 0.021954, 0.013310, 0.029914, 0.002388, 0.022077, 0.036140, 0.051693, 0.006427, 0.005700, 0.027597, 0.187882, 0.044996, 0.008957, 0.003125, 0.027085, 0.069386, 0.101993, 0.003225, 0.019436, 0.034237, 0.058524, 0.033566, 0.020289, 0.003060, 0.006314, 0.004704, 0.012391, 0.006278, 0.132979, 0.473187, 0.005331, 0.005456, 0.002250, 0.021191, 0.018597, 0.008285, 0.002992, , , 0.001866, 0.002139, 0.002488
ec2-c6a, 0.5, 1.0, 96, 0.007041, 0.013838, 0.007791, 0.004815, 0.007035, 0.018098, 0.039259, 0.033884, 0.014056, 0.013111, 0.015103, 4.999182, 0.002021, 0.003144, 0.003237, 0.003734, 0.019065, 0.014028, 0.026957, 0.006259, 0.030693, 0.106671, 0.019616, 0.013306, 0.026150, 0.002650, 0.025473, 0.045963, 0.072375, 0.009929, 0.004215, 0.020004, 0.132876, 0.072842, 0.008438, 0.002298, 0.057634, 0.046858, 0.077042, 0.002708, 0.017239, 0.023846, 0.032506, 0.023661, 0.017920, 0.003464, 0.008787, 0.006166, 0.017950, 0.006926, 0.072873, 0.093247, 0.006378, 0.006434, 0.002618, 0.048116, 0.026647, 0.012473, 0.002499, , , 0.001113, 0.001429, 0.001854
ec2-c6a, 0.5, 1.0, 48, 0.004764, 0.016001, 0.007012, 0.005139, 0.006222, 0.015814, 0.026284, 0.023014, 0.014819, 0.011402, 0.010838, 1.569550, 0.001952, 0.001604, 0.001752, 0.003287, 0.015676, 0.011809, 0.017913, 0.003043, 0.018341, 0.108702, 0.015181, 0.012511, 0.023763, 0.002687, 0.020332, 0.032428, 0.047330, 0.009148, 0.002850, 0.012665, 0.092620, 0.036841, 0.007919, 0.001780, 0.039434, 0.028924, 0.050258, 0.002042, 0.012520, 0.015240, 0.022615, 0.015723, 0.012745, 0.003220, 0.008950, 0.006247, 0.017000, 0.006481, 0.037954, 0.026451, 0.007886, 0.007892, 0.002422, 0.021224, 0.023415, 0.012449, 0.002378, , , 0.000870, 0.001014, 0.001384
ec2-c6a, 0.5, 1.0, 32, 0.005013, 0.021809, 0.009359, 0.007323, 0.008728, 0.018681, 0.029828, 0.024924, 0.014738, 0.014608, 0.012345, 1.421137, 0.001987, 0.001276, 0.001651, 0.004062, 0.020038, 0.020112, 0.022523, 0.002481, 0.019847, 0.118994, 0.022498, 0.017189, 0.029067, 0.003258, 0.031778, 0.046312, 0.068898, 0.010992, 0.002989, 0.018360, 0.088889, 0.053849, 0.006170, 0.001812, 0.025832, 0.032907, 0.051315, 0.002494, 0.021590, 0.015880, 0.022362, 0.016090, 0.022108, 0.003895, 0.012057, 0.008406, 0.023001, 0.008792, 0.025328, 0.019092, 0.010996, 0.011006, 0.003073, 0.030640, 0.030122, 0.017315, 0.002708, , , 0.000864, 0.000925, 0.001463
ec2-c6a, 0.5, 1.0, 16, 0.012750, 0.039840, 0.016838, 0.014942, 0.017062, 0.022071, 0.048220, 0.037976, 0.028664, 0.019076, 0.018545, 1.350980, 0.002507, 0.001014, 0.002805, 0.006783, 0.035096, 0.025163, 0.035360, 0.002589, 0.034752, 0.111102, 0.029233, 0.027810, 0.034297, 0.005270, 0.031586, 0.089958, 0.133735, 0.014587, 0.004561, 0.025705, 0.115664, 0.104520, 0.004496, 0.004411, 0.029149, 0.053385, 0.082533, 0.003724, 0.025336, 0.031330, 0.035206, 0.032026, 0.022729, 0.006286, 0.022338, 0.014941, 0.030924, 0.016251, 0.012777, 0.008727, 0.021069, 0.021097, 0.005239, 0.059193, 0.034309, 0.032702, 0.005216, , , 0.001005, 0.000998, 0.003619
ec2-c6a, 0.5, 1.0, 8, 0.012662, 0.074486, 0.031271, 0.029415, 0.033910, 0.026268, 0.087892, 0.068469, 0.055171, 0.018222, 0.031491, 1.330960, 0.004280, 0.001503, 0.003100, 0.012120, 0.089591, 0.039969, 0.041861, 0.003757, 0.036742, 0.180791, 0.029528, 0.052254, 0.101532, 0.009305, 0.032088, 0.173106, 0.256548, 0.026299, 0.007274, 0.026365, 0.168288, 0.201633, 0.004221, 0.005378, 0.046716, 0.071777, 0.134929, 0.006583, 0.028361, 0.036507, 0.055040, 0.030909, 0.027300, 0.010797, 0.042268, 0.030648, 0.047076, 0.030598, 0.009113, 0.006890, 0.040125, 0.040096, 0.009423, 0.113966, 0.038658, 0.062362, 0.007870, , , 0.001741, 0.002970, 0.004450
ec2-c6a, 0.5, 1.0, 4, 0.015810, 0.146997, 0.061735, 0.056049, 0.060585, 0.082716, 0.169798, 0.131445, 0.110350, 0.061092, 0.059858, 1.040607, 0.007817, 0.001836, 0.004890, 0.023094, 0.238316, 0.066157, 0.071937, 0.006958, 0.059712, 0.084333, 0.044079, 0.134235, 0.316852, 0.018009, 0.068379, 0.344831, 0.513837, 0.050019, 0.014045, 0.048281, 0.297859, 0.400797, 0.003935, 0.007541, 0.080014, 0.133473, 0.246980, 0.012436, 0.039703, 0.063360, 0.103197, 0.045573, 0.040118, 0.023676, 0.084232, 0.079031, 0.166877, 0.060750, 0.005238, 0.003974, 0.079802, 0.079928, 0.018758, 0.225857, 0.118156, 0.124373, 0.012940, , , 0.002844, 0.003504, 0.004662
ec2-c6i, 0.5, 1.0, 128, 0.006992, 0.030984, 0.005529, 0.004237, 0.006983, 0.009494, 0.039625, 0.039157, 0.017124, 0.006802, 0.017061, 1.573746, 0.001934, 0.003493, 0.003041, 0.002384, 0.009529, 0.010695, 0.027049, 0.006159, 0.027082, 0.106326, 0.014890, 0.007687, 0.016509, 0.001973, 0.014745, 0.078732, 0.118990, 0.004279, 0.004847, 0.018756, 0.109148, 0.106583, 0.003190, 0.001911, 0.021420, 0.046396, 0.064886, 0.003209, 0.014059, 0.024300, 0.032744, 0.024228, 0.014088, 0.002468, 0.007512, 0.005554, 0.006941, 0.006895, 0.099397, 0.136703, 0.006570, 0.006572, 0.002202, 0.039892, 0.013465, 0.010590, 0.002215, , , 0.000909, 0.001341, 0.001405
ec2-c6i, 0.5, 1.0, 64, 0.005521, 0.052805, 0.007707, 0.006259, 0.008410, 0.013227, 0.038170, 0.037624, 0.017519, 0.009510, 0.016871, 1.408482, 0.002182, 0.001841, 0.001671, 0.003438, 0.023551, 0.012737, 0.021513, 0.003475, 0.021270, 0.099094, 0.013065, 0.015967, 0.040524, 0.002812, 0.012890, 0.162173, 0.239102, 0.005765, 0.006032, 0.016241, 0.088353, 0.219207, 0.002873, 0.001702, 0.028382, 0.041233, 0.073376, 0.004983, 0.011557, 0.019273, 0.023961, 0.019044, 0.011495, 0.003838, 0.012367, 0.009816, 0.022745, 0.011009, 0.053397, 0.055677, 0.012261, 0.012262, 0.003427, 0.078021, 0.015521, 0.019223, 0.002311, , , 0.000672, 0.000949, 0.001061
ec2-c6i, 0.5, 1.0, 32, 0.004153, 0.046513, 0.007246, 0.008607, 0.009828, 0.015935, 0.031577, 0.031087, 0.018534, 0.007762, 0.013739, 1.164780, 0.001688, 0.001320, 0.001160, 0.003031, 0.022530, 0.011390, 0.016430, 0.003003, 0.016497, 0.096782, 0.010596, 0.016004, 0.039490, 0.002779, 0.010962, 0.048335, 0.075793, 0.008217, 0.002982, 0.012652, 0.075090, 0.123845, 0.002897, 0.003179, 0.017782, 0.031310, 0.057385, 0.002196, 0.008716, 0.014863, 0.026017, 0.013495, 0.008716, 0.003549, 0.014018, 0.012871, 0.021279, 0.008227, 0.034958, 0.029648, 0.014277, 0.014287, 0.002900, 0.069936, 0.012531, 0.018990, 0.002709, , , 0.000749, 0.000706, 0.000797
ec2-c6i, 0.5, 1.0, 16, 0.005253, 0.090064, 0.015134, 0.015592, 0.016585, 0.045615, 0.047911, 0.047290, 0.033444, 0.031929, 0.020151, 1.100992, 0.002078, 0.000784, 0.001074, 0.004697, 0.053365, 0.034738, 0.020685, 0.003943, 0.020972, 0.073220, 0.028635, 0.033889, 0.071216, 0.004733, 0.062996, 0.096965, 0.151856, 0.012711, 0.004022, 0.017060, 0.103324, 0.130506, 0.001752, 0.002254, 0.022342, 0.042938, 0.085116, 0.003617, 0.027165, 0.018707, 0.038552, 0.016300, 0.024700, 0.006764, 0.023354, 0.017581, 0.052878, 0.015413, 0.012342, 0.008067, 0.027423, 0.027424, 0.005422, 0.139316, 0.062162, 0.037199, 0.004477, , , 0.000973, 0.000640, 0.000778
ec2-c6i, 0.5, 1.0, 8, 0.029932, 0.180466, 0.024943, 0.032268, 0.033609, 0.081553, 0.091369, 0.091130, 0.065743, 0.056914, 0.036214, 1.103619, 0.003900, 0.001180, 0.002688, 0.009127, 0.075614, 0.064514, 0.122485, 0.007323, 0.122508, 0.114452, 0.093214, 0.061776, 0.131913, 0.009408, 0.126595, 0.196226, 0.301436, 0.025046, 0.008128, 0.067976, 0.380507, 0.245967, 0.002882, 0.006836, 0.045505, 0.191869, 0.227284, 0.007459, 0.094897, 0.109854, 0.120707, 0.109549, 0.094750, 0.013350, 0.046572, 0.035878, 0.084985, 0.033085, 0.008120, 0.004722, 0.053907, 0.053906, 0.010747, 0.278574, 0.130938, 0.074258, 0.009169, , , 0.001840, 0.001093, 0.006088
ec2-c6i, 0.5, 1.0, 4, 0.033621, 0.360570, 0.049963, 0.062050, 0.065999, 0.092883, 0.180248, 0.179161, 0.131007, 0.064691, 0.068918, 1.141506, 0.007608, 0.002126, 0.003731, 0.018063, 0.123672, 0.076114, 0.133892, 0.014403, 0.134139, 0.146293, 0.100382, 0.117677, 0.222973, 0.018855, 0.136353, 0.411667, 0.631114, 0.050044, 0.017184, 0.076751, 0.536284, 0.729504, 0.004642, 0.008771, 0.083737, 0.224049, 0.312362, 0.016043, 0.099735, 0.121017, 0.144331, 0.120396, 0.099639, 0.026699, 0.093019, 0.071489, 0.144538, 0.060956, 0.006756, 0.005880, 0.107689, 0.107656, 0.021496, 0.556951, 0.147794, 0.148384, 0.017652, , , 0.003616, 0.003511, 0.006727
mammoth, 0.5, 1.0, 256, 0.029465, 0.033415, 0.012198, 0.008272, 0.020317, 0.030976, 0.128778, 0.128723, 0.020058, 0.021466, 0.049328, 1.590795, 0.003199, 0.006180, 0.007724, 0.004047, 0.015527, 0.031294, 0.113734, 0.013280, 0.110663, 0.152902, 0.058453, 0.013618, 0.028039, 0.004602, 0.059746, 0.029941, 0.046658, 0.009039, 0.013895, 0.073854, 0.490284, 0.042341, 0.010921, 0.008181, 0.084610, 0.171486, 0.251321, 0.007085, 0.056055, 0.098695, 0.123885, 0.100313, 0.058159, 0.010841, 0.010593, 0.011175, 0.015886, 0.013204, 0.315301, 0.173960, 0.008777, 0.008703, 0.008170, 0.015655, 0.043568, 0.017273, 0.008096, , , 0.003653, 0.006843, 0.006796
mammoth, 0.5, 1.0, 128, 0.017380, 0.026548, 0.008947, 0.006720, 0.013955, 0.020169, 0.080338, 0.076057, 0.014507, 0.013873, 0.030515, 1.484593, 0.002402, 0.003399, 0.004154, 0.003498, 0.014217, 0.020961, 0.065387, 0.007369, 0.064594, 0.154237, 0.034987, 0.013542, 0.020435, 0.003931, 0.036568, 0.040033, 0.064865, 0.006949, 0.008942, 0.046556, 0.283982, 0.057535, 0.008792, 0.005222, 0.064994, 0.102155, 0.164479, 0.004987, 0.034260, 0.054351, 0.067082, 0.055792, 0.033288, 0.006208, 0.010457, 0.009503, 0.015932, 0.010844, 0.176557, 0.093530, 0.008410, 0.008806, 0.005176, 0.022041, 0.030134, 0.016748, 0.005555, , , 0.002201, 0.003460, 0.004417
mammoth, 0.5, 1.0, 64, 0.008234, 0.027749, 0.005709, 0.006128, 0.008972, 0.010961, 0.039586, 0.034052, 0.011769, 0.007929, 0.013783, 1.127132, 0.001396, 0.001647, 0.002480, 0.002640, 0.010025, 0.010834, 0.028108, 0.003990, 0.028187, 0.165226, 0.015718, 0.010197, 0.012901, 0.002894, 0.018343, 0.031415, 0.047693, 0.006801, 0.004496, 0.020070, 0.126573, 0.035325, 0.006627, 0.002779, 0.036285, 0.042616, 0.073047, 0.002784, 0.015480, 0.025769, 0.032319, 0.025732, 0.015726, 0.004252, 0.007368, 0.006614, 0.012607, 0.006579, 0.085364, 0.046649, 0.008481, 0.008369, 0.003447, 0.035757, 0.020783, 0.012477, 0.003724, , , 0.001303, 0.001814, 0.002445
mammoth, 0.5, 1.0, 32, 0.006096, 0.045422, 0.006819, 0.008990, 0.011382, 0.010644, 0.035794, 0.024053, 0.012656, 0.008779, 0.012405, 1.094953, 0.001630, 0.001011, 0.002002, 0.003654, 0.014717, 0.012026, 0.019642, 0.003010, 0.020680, 0.120332, 0.015111, 0.016640, 0.015479, 0.003003, 0.018037, 0.053587, 0.083503, 0.009256, 0.003718, 0.015648, 0.079396, 0.061342, 0.004406, 0.002459, 0.046448, 0.033456, 0.058263, 0.003022, 0.013744, 0.016849, 0.021976, 0.026335, 0.016594, 0.004219, 0.011948, 0.009447, 0.020082, 0.007625, 0.035709, 0.019048, 0.015206, 0.015150, 0.003759, 0.068099, 0.018731, 0.019099, 0.003433, , , 0.000854, 0.001146, 0.001575
mammoth, 0.5, 1.0, 16, 0.007338, 0.086225, 0.010962, 0.016503, 0.019996, 0.014299, 0.055710, 0.032290, 0.017687, 0.011191, 0.018298, 1.017239, 0.002747, 0.000860, 0.003360, 0.006979, 0.026151, 0.013909, 0.025131, 0.003366, 0.035046, 0.107918, 0.016547, 0.027975, 0.020557, 0.004391, 0.019088, 0.098025, 0.150003, 0.015368, 0.004793, 0.016306, 0.096934, 0.110062, 0.004973, 0.003191, 0.035893, 0.038002, 0.070623, 0.004619, 0.015531, 0.026693, 0.031687, 0.026876, 0.016771, 0.005408, 0.022231, 0.016046, 0.034433, 0.011122, 0.021856, 0.007773, 0.029017, 0.028995, 0.005309, 0.135194, 0.025672, 0.033583, 0.004838, , , 0.000881, 0.001080, 0.002579
mammoth, 0.5, 1.0, 8, 0.009694, 0.168760, 0.020541, 0.031837, 0.038407, 0.020861, 0.101623, 0.055199, 0.029464, 0.015039, 0.030589, 1.042106, 0.005111, 0.001265, 0.006313, 0.013891, 0.130788, 0.020840, 0.034112, 0.005092, 0.033726, 0.185221, 0.024165, 0.062980, 0.180049, 0.007468, 0.030541, 0.191582, 0.293172, 0.028923, 0.007464, 0.022094, 0.150800, 0.220152, 0.006871, 0.004369, 0.037565, 0.060074, 0.115156, 0.008360, 0.022522, 0.030095, 0.035816, 0.031074, 0.022437, 0.008656, 0.043057, 0.033634, 0.171390, 0.019895, 0.013993, 0.009619, 0.056775, 0.056500, 0.008871, 0.268952, 0.034896, 0.065587, 0.008212, , , 0.001288, 0.002173, 0.003413
mammoth, 0.5, 1.0, 4, 0.015935, 0.339269, 0.061722, 0.063121, 0.076176, 0.188326, 0.198423, 0.105582, 0.054786, 0.126163, 0.057302, 0.985175, 0.010121, 0.001133, 0.003309, 0.026814, 0.346715, 0.058299, 0.063258, 0.009195, 0.060167, 0.590552, 0.053107, 0.196720, 0.465006, 0.017700, 0.103143, 0.385292, 0.586633, 0.056979, 0.013538, 0.042548, 0.276572, 0.436302, 0.008535, 0.006824, 0.067043, 0.115638, 0.217277, 0.015766, 0.052482, 0.055142, 0.064385, 0.055085, 0.053087, 0.020581, 0.088347, 0.091021, 0.498563, 0.038359, 0.012206, 0.009896, 0.115101, 0.113998, 0.016586, 0.543131, 0.200372, 0.133787, 0.015058, , , 0.001943, 0.002784, 0.004382
poodle, 0.5, 1.0, 224, 0.010800, 0.026489, 0.007362, 0.003909, 0.008797, 0.011548, 0.054772, 0.054614, 0.005219, 0.008249, 0.020637, 17.878756, 0.003347, 0.013663, 0.015005, 0.003284, 0.008795, 0.011400, 0.042030, 0.030297, 0.041972, 0.083482, 0.021368, 0.005331, 0.010493, 0.001597, 0.021280, 0.051754, 0.075320, 0.004780, 0.006430, 0.032585, 0.176331, 0.072095, 0.006622, 0.002704, 0.037986, 0.081182, 0.106515, 0.003548, 0.021152, 0.038261, 0.092223, 0.038309, 0.021221, 0.003000, 0.005314, 0.004321, 0.006518, 0.007384, 0.157252, 1.206241, 0.005158, 0.005121, 0.002569, 0.028937, 0.016698, 0.006567, 0.003363, , , 0.002913, 0.002526, 0.002327
poodle, 0.5, 1.0, 112, 0.005506, 0.037462, 0.005804, 0.003790, 0.004706, 0.007836, 0.027318, 0.027102, 0.005655, 0.005686, 0.010236, 5.805838, 0.001160, 0.003769, 0.003895, 0.001617, 0.010896, 0.006896, 0.021017, 0.008699, 0.020958, 0.073857, 0.011315, 0.007694, 0.009057, 0.001358, 0.011249, 0.101110, 0.145939, 0.003753, 0.005305, 0.017616, 0.090992, 0.140488, 0.006059, 0.001478, 0.030408, 0.041396, 0.069962, 0.003973, 0.010753, 0.019064, 0.027566, 0.019299, 0.010887, 0.002541, 0.006438, 0.004802, 0.010012, 0.005178, 0.068710, 0.343562, 0.007267, 0.007295, 0.001992, 0.054213, 0.010736, 0.009152, 0.002154, , , 0.000893, 0.001191, 0.001262
poodle, 0.5, 1.0, 56, 0.003878, 0.031506, 0.005265, 0.004841, 0.003197, 0.008729, 0.018374, 0.017939, 0.006073, 0.006492, 0.007110, 1.984141, 0.000698, 0.001640, 0.001713, 0.001176, 0.010125, 0.005543, 0.014993, 0.004433, 0.015140, 0.062329, 0.008395, 0.007756, 0.006911, 0.001081, 0.008536, 0.031292, 0.049480, 0.005137, 0.002876, 0.010638, 0.060608, 0.038873, 0.005549, 0.001134, 0.025486, 0.024990, 0.042141, 0.001611, 0.007708, 0.013573, 0.015660, 0.013517, 0.007864, 0.002381, 0.005878, 0.005012, 0.009427, 0.004254, 0.045011, 0.116871, 0.007631, 0.007640, 0.001823, 0.046691, 0.011035, 0.008740, 0.001718, , , 0.000540, 0.000839, 0.000931
poodle, 0.5, 1.0, 32, 0.003263, 0.051912, 0.007318, 0.007798, 0.002910, 0.013417, 0.015335, 0.014333, 0.006440, 0.009817, 0.005938, 1.684048, 0.000733, 0.000746, 0.000849, 0.001516, 0.016747, 0.006531, 0.012800, 0.003482, 0.013071, 0.058146, 0.008286, 0.013211, 0.028402, 0.001358, 0.008460, 0.054316, 0.085912, 0.008620, 0.002559, 0.010244, 0.055091, 0.067785, 0.003731, 0.000883, 0.017958, 0.022100, 0.045929, 0.001754, 0.006865, 0.011293, 0.012916, 0.011341, 0.007079, 0.003089, 0.009126, 0.007933, 0.021781, 0.006337, 0.024316, 0.051732, 0.013210, 0.013208, 0.002247, 0.080840, 0.015358, 0.014039, 0.001841, , , 0.000368, 0.000647, 0.000714
poodle, 0.5, 1.0, 16, 0.004338, 0.101585, 0.013600, 0.015613, 0.004818, 0.028776, 0.020811, 0.019166, 0.010458, 0.022715, 0.007808, 1.372032, 0.001147, 0.000394, 0.000795, 0.002727, 0.066367, 0.012469, 0.017590, 0.004653, 0.017453, 0.061968, 0.014369, 0.029451, 0.082475, 0.003398, 0.020797, 0.110885, 0.174175, 0.013530, 0.003091, 0.011794, 0.074034, 0.138694, 0.002022, 0.001163, 0.020426, 0.031689, 0.062059, 0.002710, 0.011928, 0.015071, 0.016587, 0.015514, 0.012131, 0.005531, 0.017887, 0.015455, 0.061284, 0.011915, 0.011488, 0.009151, 0.025397, 0.025395, 0.003839, 0.160874, 0.046259, 0.027516, 0.003154, , , 0.000374, 0.000778, 0.000923
poodle, 0.5, 1.0, 8, 0.011296, 0.202951, 0.027372, 0.030708, 0.009596, 0.063893, 0.028875, 0.028835, 0.018526, 0.044491, 0.013335, 1.255062, 0.002167, 0.000444, 0.001183, 0.005309, 0.195451, 0.037190, 0.041669, 0.008602, 0.044368, 0.093388, 0.049806, 0.110774, 0.210848, 0.006169, 0.074364, 0.201416, 0.329684, 0.026515, 0.005778, 0.034382, 0.179192, 0.255303, 0.002821, 0.002494, 0.038611, 0.072066, 0.122653, 0.005270, 0.048105, 0.036985, 0.032050, 0.036807, 0.048093, 0.010843, 0.035675, 0.035814, 0.202513, 0.022193, 0.007963, 0.004675, 0.049867, 0.050030, 0.007470, 0.321760, 0.096673, 0.054562, 0.006048, , , 0.000562, 0.001251, 0.002168
poodle, 0.5, 1.0, 4, 0.038289, 0.407451, 0.053797, 0.064343, 0.021702, 0.168148, 0.064959, 0.064928, 0.036040, 0.117650, 0.029292, 1.247632, 0.004249, 0.000562, 0.003255, 0.010512, 0.297666, 0.077356, 0.134620, 0.016926, 0.142217, 0.180100, 0.104021, 0.168199, 0.294081, 0.013682, 0.151370, 0.402108, 0.611772, 0.052868, 0.012462, 0.079159, 0.518337, 0.486134, 0.004895, 0.007765, 0.078192, 0.226591, 0.303900, 0.011336, 0.102501, 0.121791, 0.125340, 0.121221, 0.102662, 0.022353, 0.070907, 0.074743, 0.291279, 0.042347, 0.007832, 0.006577, 0.099630, 0.099653, 0.014929, 0.643291, 0.190754, 0.109406, 0.012952, , , 0.001042, 0.002643, 0.006757
quartz, 0.5, 1.0, 72, 0.019393, 0.066299, 0.018611, 0.009180, 0.014132, 0.030723, 0.055337, 0.054382, 0.016786, 0.022073, 0.025657, 2.533600, 0.002299, 0.003040, 0.003217, 0.004353, 0.066621, 0.021396, 0.071990, 0.006915, 0.072298, 0.204533, 0.034451, 0.023442, 0.047925, 0.004580, 0.039527, 0.106114, 0.180357, 0.008508, 0.007492, 0.037260, 0.222831, 0.154789, 0.006728, 0.004425, 0.034825, 0.094723, 0.117162, 0.005290, 0.034249, 0.064488, 0.056635, 0.054380, 0.034078, 0.004086, 0.017770, 0.011771, 0.060180, 0.010043, 0.095423, 0.103494, 0.017603, 0.017532, 0.004023, 0.094889, 0.040918, 0.024339, 0.005018, , , 0.001289, 0.002178, 0.004759
quartz, 0.5, 1.0, 36, 0.022308, 0.122408, 0.032651, 0.012980, 0.018742, 0.040119, 0.067417, 0.067292, 0.029354, 0.028748, 0.029707, 2.206645, 0.003120, 0.001606, 0.002638, 0.007313, 0.073564, 0.025439, 0.070220, 0.005105, 0.070267, 0.198810, 0.039196, 0.039734, 0.059641, 0.006507, 0.046985, 0.205024, 0.345521, 0.013129, 0.011717, 0.036504, 0.250334, 0.285079, 0.006226, 0.005132, 0.059531, 0.099357, 0.146073, 0.008199, 0.039232, 0.068196, 0.061537, 0.064066, 0.039136, 0.006181, 0.032395, 0.020501, 0.075992, 0.016491, 0.057606, 0.048079, 0.033940, 0.033918, 0.005866, 0.185191, 0.050887, 0.045740, 0.007869, , , 0.001353, 0.003334, 0.004572
quartz, 0.5, 1.0, 32, 0.022703, 0.136387, 0.036128, 0.014712, 0.021762, 0.042970, 0.069229, 0.068188, 0.029953, 0.031052, 0.032185, 2.531318, 0.003310, 0.001177, 0.002584, 0.007979, 0.087753, 0.026560, 0.077965, 0.004390, 0.078050, 0.127830, 0.041240, 0.045210, 0.078004, 0.006954, 0.049431, 0.232941, 0.373672, 0.014298, 0.011796, 0.038427, 0.264459, 0.310775, 0.006094, 0.005726, 0.065906, 0.107533, 0.157482, 0.008218, 0.041163, 0.070082, 0.061871, 0.071022, 0.041166, 0.006640, 0.035931, 0.022797, 0.094875, 0.017929, 0.049830, 0.046068, 0.038615, 0.038533, 0.006564, 0.211244, 0.053783, 0.050776, 0.007949, , , 0.001305, 0.003274, 0.005034
quartz, 0.5, 1.0, 18, 0.019062, 0.107523, 0.032639, 0.018803, 0.025479, 0.057112, 0.063187, 0.064653, 0.027877, 0.040573, 0.028959, 1.212183, 0.002888, 0.000971, 0.002863, 0.007073, 0.067309, 0.026975, 0.061053, 0.005325, 0.066495, 0.198759, 0.037390, 0.044114, 0.059319, 0.008330, 0.045174, 0.154302, 0.234270, 0.019831, 0.007923, 0.032357, 0.227953, 0.174108, 0.005464, 0.004595, 0.050628, 0.097954, 0.133298, 0.006539, 0.037485, 0.064807, 0.057287, 0.065439, 0.037265, 0.006987, 0.032390, 0.023093, 0.083765, 0.019088, 0.035281, 0.032621, 0.050513, 0.050399, 0.006160, 0.167157, 0.058594, 0.047843, 0.007780, , , 0.001241, 0.003110, 0.004371
quartz, 0.5, 1.0, 16, 0.022427, 0.121512, 0.035988, 0.020201, 0.028159, 0.041627, 0.068322, 0.070248, 0.032590, 0.029976, 0.032710, 1.282696, 0.003132, 0.000956, 0.002846, 0.007849, 0.082100, 0.028123, 0.077121, 0.005837, 0.077366, 0.178277, 0.040640, 0.050286, 0.082601, 0.007734, 0.049504, 0.171401, 0.262545, 0.022123, 0.008988, 0.038722, 0.258382, 0.194480, 0.006011, 0.004504, 0.052005, 0.107543, 0.146788, 0.007064, 0.041150, 0.069294, 0.062488, 0.070230, 0.040451, 0.007491, 0.036309, 0.025502, 0.100086, 0.021225, 0.033222, 0.015668, 0.056326, 0.056033, 0.006756, 0.188011, 0.054236, 0.053778, 0.009022, , , 0.001304, 0.003290, 0.004562
