"machine","app","exec","args","ranks","spack_env","exec_path","events","path","duration","IO Bytes Written","IO Bytes Read","REALTIME (sec)","PAPI_TOT_INS","PAPI_VEC_DP (proxy)","PAPI_REF_CYC","PAPI_DP_OPS (proxy)","perf::L1-DCACHE-LOADS","perf::LLC-STORE-MISSES","perf::L1-DCACHE-LOAD-MISSES","perf::LLC-STORES","perf::DTLB-LOAD-MISSES","perf::DTLB-STORES","perf::DTLB-STORE-MISSES"
"ec2-c6i.metal","laghos","laghos","-p 1 -dim 2 -rs 3 -tf 3 ","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e REALTIME -e IO -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/be7451c17bdbea32872666fd4f578057', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/53c6e5350a1cd8f0cbe96c42a951cad4', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/71dbc282490d6b39ff098309796b2dac', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/a184a21ca241adba4a9bee615669750c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/6f19b4c857380bbf2dc232cd4d6a28f2', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/4117f292bbb458b5281387747a6f5ff0', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/a42948c427d244fd5a25ecfb05e1b8a3', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/0bfbbf94c824d84dc07544c891090208', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/d84cad74a13a6216e311c0eed0fc9949', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/aec0097aaee1c68885245f64a46b2975', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/9008f7c9a95dde38142f15fef2245955']",0.0333,4667.0,11576.0,0.04506299999999999,2000000.0,9.0,2000000.0,9.0,"",1047.0,1.0,1170.0,2828.0,35481.0,164.0
"ec2-c6i.metal","laghos","laghos","-p 1 -dim 2 -rs 3 -tf 3 -pa","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e REALTIME -e IO -e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/eaa021144ba89dcd063497e453b00b37', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/029da83bdd80403491e24e46a6eb7c46', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/5d30ff2595f87194d6af7fdf5389f9b5', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/97eac0af0fe924a17af3556b32a88484', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/3ec35748988d16d1314d3e1851eda54d', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/cb2c34d3a6d6eff2a5e11fc96f49df7b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/3d6979c2fd0b195b5a3369702db8c369', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/272eeda6a25b850abf6ee443518a401f', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/2d363a65428a6a391aa04c51c007406a', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/64d24ebf16efed20b3f89144ca39b355', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/f001b06ba6e7d413d6434e7bf7502758']",0.0333,3139.0,11576.0,0.04509200000000001,2000000.0,9.0,2000000.0,9.0,"",389.0,1.0,611.0,2318.0,215.0,""
"ec2-c6i.metal","laghos","laghos","-p 1 -dim 2 -rs 3 -tf 3 -pa","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e REALTIME -e IO","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/d29d366db7baca5402bfabe364f366c8', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/c2b8984b5d0c5c257021dfea2a74c4a5', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/6b100bcff50bbfc6157c2d2d0dd2bff0', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/9555a8240581b3d12005ead012f840cf', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/93e63aff1dfe530a4956594b5e9aa4c1', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/3e9983bfeefccdf324117b40ca856e7d', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/929d383cb0f295bede849ab7700c846a', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/45a7e7f41c0464753c70d7de2c5f9739', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/9e2f3b3e2af52ba7ad65fc1093aeea1f', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/f26388470b443ee2830dfb54cdd2d16e', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/8047c80a8f3dfdebd5183f60ea2bf45c']",0.0333,4675.0,11576.0,0.040064999999999996,2000000.0,9.0,2000000.0,9.0,"",353.0,1.0,844.0,1812.0,202.0,""
"ec2-c6i.metal","laghos","laghos","-p 1 -dim 2 -rs 3 -tf 3.5 ","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e REALTIME -e IO -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/b535d5baad567238d0a55ad56e98d193', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/bdbdaf097b2ccf9321c3f57b75a087a0', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/b1c82d0ec97c8cb13c04a4bdd1b4c01d', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/8025771b1cf7b50071c46c3db391b9d5', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/9d54f4a14c356eaca050d0f398c23d64', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/ea44918364848e274a41311cbb00fce9', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/d3d99a5c372f827c1c4faa001ac0e40a', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/589156cc71771e60de1e5db8a7e09c6b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/76bc14d062c0272960d9916c9cd106a5', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/b28034655484127e17aedac48f684536', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/90aced7ad772af20687a06964bb33b9f']",0.0333,3139.0,11576.0,0.040067,2000000.0,9.0,2000000.0,9.0,1.0,200.0,1.0,452.0,1310.0,217.0,""
"ec2-c6i.metal","laghos","laghos","-p 1 -dim 2 -rs 3 -tf 3.5 ","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e REALTIME -e IO -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/5cac704e6a69a0725726e3826e614198', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/23a02d3a4c9a29b266ee70dc7092cd4a', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/2f99d7fe2e97169d1d0a5f3edcafbf64', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/a34c3664408237dacbc87bb60a42cc3e', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/2d703fdc885423b019869590d1ccf8fd', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/6b690561cf08322d5469d888fdfd6d1d', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/4cd1c067140528e42f56f5aff34b1673', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/9f13fde79554087b384c561babcdcf4f', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/7b42ede9e800f14fe956446cd719d0cb', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/e59c296d15ebb2afd9593563bafebe4b', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/a0c21a46e0caf12d38e8d9cb9aefe059']",0.0333,4651.0,11576.0,0.04507200000000001,2000000.0,9.0,2000000.0,9.0,"",476.0,1.0,1125.0,1335.0,215.0,""
"ec2-c6i.metal","laghos","laghos","-p 1 -dim 2 -rs 3 -tf 3.5 -pa","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e REALTIME -e IO -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/da1ce073158d401e2b1ed6688990be1d', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/2a45a572707e36687028f79a76b08ac8', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/599d1672ae6d940f3f0fbe6c615c86dc', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/0df8b8aa1064523613731d558453d7c4', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/e6473419f9c9884edf0cb3ceb688fd13', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/a87e913d3b9c8aba26f604207173fead', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/5318e65d79a4917fbd4f01ff10da5717', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/03ac1b64547a194f86cdb660ce58a5af', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/45c43f45f79234534d80c34ddf5462f3', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/4880950cb3484276d0584aa52b42a293', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/ee9764c6f0a3bfd9ecfdfc4c3cf1fdf5']",0.0333,3131.0,11576.0,0.040072,2000000.0,9.0,2000000.0,9.0,"",480.0,1.0,772.0,1302.0,212.0,""
"ec2-c6i.metal","laghos","laghos","-p 1 -dim 2 -rs 3 -tf 3.5 -pa","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e REALTIME -e IO -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/465af24a3fff20a3b390fce162acbd40', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/09253f09964564cbfee821c8edad3928', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/772d18ab43b6d445b5e9bbed793bee9c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/ca94dd9461cf76e2185b1802697a4d4d', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/860337bc68b88ba5cc925ed187e62771', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/89013538c6df9c094654a2acc4c0f1e1', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/d16263558130da74da9aab17e219aeee', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/0e5334a4e32500e735190b2ee2e469b5', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/059d4357a3df973f5472a070e71badb5', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/0b1740d486d49c6c603ff2920357f111', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/fb1a21473cf105ef5392f9f8b7ba602c']",0.05,4683.0,11576.0,0.045064999999999994,2000000.0,9.0,2000000.0,9.0,1.0,593.0,1.0,1035.0,1201.0,201.0,""
"ec2-c6i.metal","laghos","laghos","-p 1 -dim 2 -rs 3 -tf 4 ","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e REALTIME -e IO -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/a39e837f3995738128f6c407fac5a049', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/65898217639b469ef3d589fd901d372d', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/8038fe49584f00ddfba183eb3a267bd1', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/1e56f4fec5a44c514ea4707efc43071e', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/c87cb95ea91f92f7db103575a9eac486', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/e12846a84bfba51dfdf426911c551430', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/fe3dd40b81d410af342a8263614d681c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/9857c51488760c0abff0dba123b02965', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/bd2aa046bbb5c5f2079715cf09739071', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/c1c82469155851c6cdcdcfb6c73068f6', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/13d7ec6ade5b6b23de6f121425ffe73b']",0.0333,3139.0,11576.0,0.045085,2000000.0,9.0,2000000.0,9.0,"",187.0,1.0,782.0,1350.0,215.0,""
"ec2-c6i.metal","laghos","laghos","-p 1 -dim 2 -rs 3 -tf 4 ","32","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e REALTIME -e IO -e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/30a140695b4b794ac51cf92e2eaa90c5', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/49a905e0511bc288904403c7941824de', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/54952be88d2c02d3a4c9c8b12f99c928', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/5d6a7caab8bfd6bb1f401b683acb5f7a', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/68bca3c8bc46663bb945610e6833b48a', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/75ded866e2795afd7508f045b50fe471', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/86b524ee6b8591f6d51729bc446af5d1', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/019e5f194fc13513580ea43f85b687d1', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/19950855f52a6ad3b1277e738bdfb776', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/0e83dcb65712008763cd52fba5f8425c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/78dec9f14cb458cdc0b8778700421570']",0.05,4667.0,11576.0,0.050103,2000000.0,9.0,2000000.0,9.0,1.0,564.0,1.0,1005.0,1377.0,216.0,""
"ec2-c6i.metal","laghos","laghos","-p 1 -dim 3 -rs 2 -tf 3.5 ","1","ice4hpc","/home/ec2-user/spack/var/spack/environments/ice4hpc/.spack-env/view/bin/laghos","-e perf::LLC-STORES -e perf::LLC-STORE-MISSES -e perf::L1-DCACHE-LOADS -e perf::L1-DCACHE-LOAD-MISSES -e perf::ITLB-LOADS -e perf::ITLB-LOAD-MISSES -e perf::LLC-LOADS -e perf::LLC-LOAD-MISSES -e perf::L1-DCACHE-STORES -e perf::PERF_COUNT_SW_CONTEXT_SWITCHES -e perf::CONTEXT-SWITCHES -e PAPI_BR_INS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e perf::DTLB-LOADS -e perf::DTLB-LOAD-MISSES -e perf::DTLB-STORES -e perf::DTLB-STORE-MISSES -e PAPI_SP_OPS -e PAPI_VEC_SP -e PAPI_TOT_INS -e REALTIME -e IO -e PAPI_DP_OPS -e PAPI_VEC_DP -e PAPI_REF_CYC -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::HW_INTERRUPTS -e PAPI_BR_TKN -e PAPI_BR_CN -e PAPI_BR_UCN -e PAPI_BR_PRC -e PAPI_L2_TCM -e clx::RESOURCE_STALLS","['/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/fc27f6824517bd5fb1f369004f0ea73e', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/b91777a800efe50a06cef041c548c32c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/86418d47b5481efaba0db2c99d936dd1', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/d13dbf0a9118aa9593757f899ffb0412', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/6e8a992e3cb87f7bb29846e8edddda42', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/0c7d3f6baf943fd0756e29729658a02c', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/dc8e5281a6c6d928f26389ed439bb0c7', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/18524782ba02b2e021fa876ea7476fa9', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/1c229cc9032abe7e0b9f9cdca9fca4bd', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/8d7594d7ef59d9b5f0c4df25295cae21', '/home/ec2-user/aws_data_collection/data/ec2-c6i.metal/laghos/1a43d520cf311ffc72d535ffe3b05552']",0.0333,3139.0,11576.0,0.045086,2000000.0,9.0,2000000.0,9.0,"",228.0,1.0,872.0,1952.0,203.0,""
